dataset,relative_path,filename,valid,error,keys,poses_shape,trans_shape,betas_shape,dmpls_shape,num_frames,pose_dimensions,fps,gender
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0001_treadmill_fast_poses.npz,0001_treadmill_fast_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[806, 156]","[806, 3]",[16],"[806, 8]",806,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0002_treadmill_slow_poses.npz,0002_treadmill_slow_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2606, 156]","[2606, 3]",[16],"[2606, 8]",2606,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0003_treadmill_jog_poses.npz,0003_treadmill_jog_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2654, 156]","[2654, 3]",[16],"[2654, 8]",2654,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0004_motorcycle_poses.npz,0004_motorcycle_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[475, 156]","[475, 3]",[16],"[475, 8]",475,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0005_normal_walk1_poses.npz,0005_normal_walk1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[384, 156]","[384, 3]",[16],"[384, 8]",384,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0007_normal_walk3_poses.npz,0007_normal_walk3_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[504, 156]","[504, 3]",[16],"[504, 8]",504,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0008_normal_walk4_poses.npz,0008_normal_walk4_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[338, 156]","[338, 3]",[16],"[338, 8]",338,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0009_normal_jog1_poses.npz,0009_normal_jog1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[222, 156]","[222, 3]",[16],"[222, 8]",222,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0010_normal_jog2_poses.npz,0010_normal_jog2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[174, 156]","[174, 3]",[16],"[174, 8]",174,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0011_normal_jog3_poses.npz,0011_normal_jog3_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[186, 156]","[186, 3]",[16],"[186, 8]",186,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0012_normal_jog4_poses.npz,0012_normal_jog4_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[200, 156]","[200, 3]",[16],"[200, 8]",200,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0015_sitting1_poses.npz,0015_sitting1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1177, 156]","[1177, 3]",[16],"[1177, 8]",1177,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0016_sitting2_poses.npz,0016_sitting2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1321, 156]","[1321, 3]",[16],"[1321, 8]",1321,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0017_lifting_light1_poses.npz,0017_lifting_light1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[773, 156]","[773, 3]",[16],"[773, 8]",773,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0018_lifting_light2_poses.npz,0018_lifting_light2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[663, 156]","[663, 3]",[16],"[663, 8]",663,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0019_lifting_heavy1_poses.npz,0019_lifting_heavy1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[818, 156]","[818, 3]",[16],"[818, 8]",818,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0020_lifting_heavy2_poses.npz,0020_lifting_heavy2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[737, 156]","[737, 3]",[16],"[737, 8]",737,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0021_catching_and_throwing_poses.npz,0021_catching_and_throwing_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1985, 156]","[1985, 3]",[16],"[1985, 8]",1985,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0022_throwing_hard1_poses.npz,0022_throwing_hard1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[452, 156]","[452, 3]",[16],"[452, 8]",452,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0023_throwing_hard2_poses.npz,0023_throwing_hard2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[442, 156]","[442, 3]",[16],"[442, 8]",442,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0024_throwing_hard3_poses.npz,0024_throwing_hard3_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[375, 156]","[375, 3]",[16],"[375, 8]",375,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0025_kicking1_poses.npz,0025_kicking1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[242, 156]","[242, 3]",[16],"[242, 8]",242,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0026_kicking2_poses.npz,0026_kicking2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[183, 156]","[183, 3]",[16],"[183, 8]",183,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0028_jumping1_poses.npz,0028_jumping1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[440, 156]","[440, 3]",[16],"[440, 8]",440,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0029_jumping2_poses.npz,0029_jumping2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[430, 156]","[430, 3]",[16],"[430, 8]",430,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub074/0031_rom_poses.npz,0031_rom_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[12266, 156]","[12266, 3]",[16],"[12266, 8]",12266,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0000_treadmill_norm_poses.npz,0000_treadmill_norm_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2601, 156]","[2601, 3]",[16],"[2601, 8]",2601,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0001_treadmill_fast_poses.npz,0001_treadmill_fast_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2658, 156]","[2658, 3]",[16],"[2658, 8]",2658,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0002_treadmill_slow_poses.npz,0002_treadmill_slow_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2555, 156]","[2555, 3]",[16],"[2555, 8]",2555,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0003_treadmill_jog_poses.npz,0003_treadmill_jog_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2710, 156]","[2710, 3]",[16],"[2710, 8]",2710,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0004_motorcycle_poses.npz,0004_motorcycle_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[480, 156]","[480, 3]",[16],"[480, 8]",480,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0005_normal_walk1_poses.npz,0005_normal_walk1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[370, 156]","[370, 3]",[16],"[370, 8]",370,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0007_normal_walk3_poses.npz,0007_normal_walk3_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[345, 156]","[345, 3]",[16],"[345, 8]",345,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0008_normal_walk4_poses.npz,0008_normal_walk4_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[454, 156]","[454, 3]",[16],"[454, 8]",454,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0009_normal_jog1_poses.npz,0009_normal_jog1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[224, 156]","[224, 3]",[16],"[224, 8]",224,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0010_normal_jog2_poses.npz,0010_normal_jog2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[207, 156]","[207, 3]",[16],"[207, 8]",207,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0011_normal_jog3_poses.npz,0011_normal_jog3_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[163, 156]","[163, 3]",[16],"[163, 8]",163,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0012_normal_jog4_poses.npz,0012_normal_jog4_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[195, 156]","[195, 3]",[16],"[195, 8]",195,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0015_sitting1_poses.npz,0015_sitting1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[770, 156]","[770, 3]",[16],"[770, 8]",770,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0016_sitting2_poses.npz,0016_sitting2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[668, 156]","[668, 3]",[16],"[668, 8]",668,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0017_lifting_light1_poses.npz,0017_lifting_light1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[726, 156]","[726, 3]",[16],"[726, 8]",726,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0018_lifting_light2_poses.npz,0018_lifting_light2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[754, 156]","[754, 3]",[16],"[754, 8]",754,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0019_lifting_heavy1_poses.npz,0019_lifting_heavy1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1010, 156]","[1010, 3]",[16],"[1010, 8]",1010,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0021_catching_and_throwing_poses.npz,0021_catching_and_throwing_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2139, 156]","[2139, 3]",[16],"[2139, 8]",2139,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0022_throwing_hard1_poses.npz,0022_throwing_hard1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[598, 156]","[598, 3]",[16],"[598, 8]",598,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0023_throwing_hard2_poses.npz,0023_throwing_hard2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[462, 156]","[462, 3]",[16],"[462, 8]",462,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0024_throwing_hard3_poses.npz,0024_throwing_hard3_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[434, 156]","[434, 3]",[16],"[434, 8]",434,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0025_kicking1_poses.npz,0025_kicking1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[487, 156]","[487, 3]",[16],"[487, 8]",487,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0026_kicking2_poses.npz,0026_kicking2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[631, 156]","[631, 3]",[16],"[631, 8]",631,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0028_jumping1_poses.npz,0028_jumping1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[539, 156]","[539, 3]",[16],"[539, 8]",539,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0029_jumping2_poses.npz,0029_jumping2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[573, 156]","[573, 3]",[16],"[573, 8]",573,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub075/0031_rom_poses.npz,0031_rom_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[13493, 156]","[13493, 3]",[16],"[13493, 8]",13493,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0000_treadmill_norm_poses.npz,0000_treadmill_norm_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2687, 156]","[2687, 3]",[16],"[2687, 8]",2687,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0001_treadmill_fast_poses.npz,0001_treadmill_fast_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2709, 156]","[2709, 3]",[16],"[2709, 8]",2709,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0002_treadmill_slow_poses.npz,0002_treadmill_slow_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2737, 156]","[2737, 3]",[16],"[2737, 8]",2737,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0003_treadmill_jog_poses.npz,0003_treadmill_jog_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2797, 156]","[2797, 3]",[16],"[2797, 8]",2797,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0004_motorcycle_poses.npz,0004_motorcycle_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[473, 156]","[473, 3]",[16],"[473, 8]",473,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0005_normal_walk1_poses.npz,0005_normal_walk1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[592, 156]","[592, 3]",[16],"[592, 8]",592,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0006_normal_walk2_poses.npz,0006_normal_walk2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[483, 156]","[483, 3]",[16],"[483, 8]",483,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0007_normal_walk3_poses.npz,0007_normal_walk3_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[503, 156]","[503, 3]",[16],"[503, 8]",503,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0008_normal_walk4_poses.npz,0008_normal_walk4_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[461, 156]","[461, 3]",[16],"[461, 8]",461,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0009_normal_jog1_poses.npz,0009_normal_jog1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[225, 156]","[225, 3]",[16],"[225, 8]",225,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0010_normal_jog2_poses.npz,0010_normal_jog2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[189, 156]","[189, 3]",[16],"[189, 8]",189,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0011_normal_jog3_poses.npz,0011_normal_jog3_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[205, 156]","[205, 3]",[16],"[205, 8]",205,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0012_normal_jog4_poses.npz,0012_normal_jog4_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[184, 156]","[184, 3]",[16],"[184, 8]",184,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0013_knocking1_poses.npz,0013_knocking1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[973, 156]","[973, 3]",[16],"[973, 8]",973,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0014_knocking2_poses.npz,0014_knocking2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[944, 156]","[944, 3]",[16],"[944, 8]",944,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0015_sitting1_poses.npz,0015_sitting1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1075, 156]","[1075, 3]",[16],"[1075, 8]",1075,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0016_sitting2_poses.npz,0016_sitting2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1074, 156]","[1074, 3]",[16],"[1074, 8]",1074,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0017_lifting_light1_poses.npz,0017_lifting_light1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[824, 156]","[824, 3]",[16],"[824, 8]",824,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0018_lifting_light2_poses.npz,0018_lifting_light2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[789, 156]","[789, 3]",[16],"[789, 8]",789,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0019_lifting_heavy1_poses.npz,0019_lifting_heavy1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1089, 156]","[1089, 3]",[16],"[1089, 8]",1089,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0020_lifting_heavy2_poses.npz,0020_lifting_heavy2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1004, 156]","[1004, 3]",[16],"[1004, 8]",1004,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0021_catching_and_throwing_poses.npz,0021_catching_and_throwing_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2815, 156]","[2815, 3]",[16],"[2815, 8]",2815,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0022_throwing_hard1_poses.npz,0022_throwing_hard1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[364, 156]","[364, 3]",[16],"[364, 8]",364,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0023_throwing_hard2_poses.npz,0023_throwing_hard2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[446, 156]","[446, 3]",[16],"[446, 8]",446,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0024_throwing_hard3_poses.npz,0024_throwing_hard3_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[548, 156]","[548, 3]",[16],"[548, 8]",548,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0025_kicking1_poses.npz,0025_kicking1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[435, 156]","[435, 3]",[16],"[435, 8]",435,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0026_kicking2_poses.npz,0026_kicking2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[564, 156]","[564, 3]",[16],"[564, 8]",564,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0027_circle_walk_poses.npz,0027_circle_walk_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2234, 156]","[2234, 3]",[16],"[2234, 8]",2234,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0028_jumping1_poses.npz,0028_jumping1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[439, 156]","[439, 3]",[16],"[439, 8]",439,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0029_jumping2_poses.npz,0029_jumping2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[521, 156]","[521, 3]",[16],"[521, 8]",521,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub076/0031_rom_poses.npz,0031_rom_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[14843, 156]","[14843, 3]",[16],"[14843, 8]",14843,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub077/0000_treadmill_norm_poses.npz,0000_treadmill_norm_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2892, 156]","[2892, 3]",[16],"[2892, 8]",2892,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub077/0001_treadmill_fast_poses.npz,0001_treadmill_fast_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2671, 156]","[2671, 3]",[16],"[2671, 8]",2671,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub077/0003_treadmill_jog_poses.npz,0003_treadmill_jog_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2735, 156]","[2735, 3]",[16],"[2735, 8]",2735,156,120.0,female
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub077/0004_motorcycle_poses.npz,0004_motorcycle_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[475, 156]","[475, 3]",[16],"[475, 8]",475,156,120.0,female
